AREA_NAME,AREA_SHORT_CODE,INT_ID
York South-Weston,5,13456548
Scarborough Southwest,20,13457762
York South-Weston,5,13457536
Willowdale,18,13445569
Beaches-East York,19,13459980
Toronto-Danforth,14,13459980
Toronto-St. Paul's,12,13460231
Don Valley West,15,13455968
Eglinton-Lawrence,8,13455968
Eglinton-Lawrence,8,13457697
University-Rosedale,11,13460221
Etobicoke-Lakeshore,3,13469132
York South-Weston,5,13458344
Etobicoke-Lakeshore,3,13468676
Etobicoke North,1,13455052
Scarborough North,23,13445414
Eglinton-Lawrence,8,13456841
Toronto-Danforth,14,13463279
York Centre,6,13444910
Etobicoke-Lakeshore,3,30070005
Etobicoke-Lakeshore,3,13468421
Don Valley West,15,13450874
Don Valley East,16,13450874
Scarborough North,23,13441677
Etobicoke Centre,2,13467965
Humber River-Black Creek,7,13449259
Don Valley North,17,13444264
Eglinton-Lawrence,8,13456849
Humber River-Black Creek,7,13450638
York Centre,6,13450638
York Centre,6,13450743
Humber River-Black Creek,7,13446538
York Centre,6,13446538
Don Valley East,16,13448496
Beaches-East York,19,13460812
Scarborough Southwest,20,13460812
Etobicoke-Lakeshore,3,13470098
Eglinton-Lawrence,8,13458553
Don Valley East,16,13452266
Parkdale-High Park,4,13465233
York South-Weston,5,13455973
York Centre,6,13450506
Toronto Centre,13,13465058
Scarborough Southwest,20,13452790
Etobicoke North,1,13454181
Don Valley West,15,13456729
Scarborough-Rouge Park,25,13443728
York South-Weston,5,13463440
Etobicoke-Lakeshore,3,13470026
Etobicoke North,1,13453780
Beaches-East York,19,13456666
Eglinton-Lawrence,8,13456320
Etobicoke-Lakeshore,3,13465297
Etobicoke Centre,2,13465297
Davenport,9,13461551
Don Valley West,15,13451725
Don Valley East,16,13451725
Willowdale,18,13448037
York Centre,6,13450753
York Centre,6,13448217
Willowdale,18,13448217
Scarborough Southwest,20,13454887
Scarborough Centre,21,13447325
Don Valley West,15,13453893
Eglinton-Lawrence,8,13453893
Willowdale,18,13445721
Scarborough-Rouge Park,25,13442276
Scarborough North,23,13442276
Eglinton-Lawrence,8,13457416
Willowdale,18,13447728
Toronto Centre,13,13466633
Etobicoke North,1,13459757
Etobicoke Centre,2,13459757
Toronto Centre,13,13464586
Eglinton-Lawrence,8,13457100
Toronto-Danforth,14,13460275
Beaches-East York,19,13457131
York South-Weston,5,13457384
University-Rosedale,11,13459514
Beaches-East York,19,13458334
Toronto-Danforth,14,13458334
Parkdale-High Park,4,13467698
Don Valley East,16,13452479
Humber River-Black Creek,7,13448343
Beaches-East York,19,13461235
University-Rosedale,11,13462223
Eglinton-Lawrence,8,13458198
Humber River-Black Creek,7,13453443
York Centre,6,13453443
Toronto-St. Paul's,12,13458146
Eglinton-Lawrence,8,13458146
University-Rosedale,11,13465702
Davenport,9,13465702
Scarborough Southwest,20,13455345
Scarborough-Rouge Park,25,13442271
Parkdale-High Park,4,13464852
Willowdale,18,13445797
Toronto-St. Paul's,12,13459714
Davenport,9,13459714
Beaches-East York,19,13458898
Etobicoke Centre,2,13459024
Willowdale,18,13446625
Etobicoke-Lakeshore,3,13469847
Scarborough Centre,21,13502718
York South-Weston,5,13463604
Etobicoke Centre,2,13459538
Beaches-East York,19,13462856
Beaches-East York,19,13462369
Humber River-Black Creek,7,13448859
Etobicoke-Lakeshore,3,13470100
Scarborough North,23,13442967
York South-Weston,5,13457121
Davenport,9,13461051
Scarborough North,23,13441965
York Centre,6,13454208
University-Rosedale,11,13462748
Willowdale,18,13448117
Scarborough-Guildwood,24,13447337
Scarborough Centre,21,13447337
Scarborough North,23,13443083
Toronto Centre,13,13464879
Beaches-East York,19,13458204
Toronto Centre,13,13464490
Scarborough Centre,21,13448642
Scarborough Southwest,20,13453636
Don Valley North,17,13443256
York South-Weston,5,13457834
Scarborough Southwest,20,13454516
York South-Weston,5,13458304
Toronto-Danforth,14,13462117
Davenport,9,13462886
Toronto-St. Paul's,12,13461868
Davenport,9,13466894
Toronto-St. Paul's,12,13461832
Etobicoke-Lakeshore,3,13469823
Scarborough Southwest,20,13458602
Beaches-East York,19,13461733
Don Valley West,15,13453919
Humber River-Black Creek,7,13450370
Parkdale-High Park,4,13468779
Spadina-Fort York,10,13468779
Don Valley West,15,13457889
York South-Weston,5,13463785
Etobicoke North,1,13454617
Willowdale,18,13444072
Don Valley North,17,13444072
Beaches-East York,19,13458660
Toronto-Danforth,14,13458660
Parkdale-High Park,4,13467604
York Centre,6,13449543
Davenport,9,13462073
York South-Weston,5,13457106
Scarborough North,23,13443620
Davenport,9,13462566
University-Rosedale,11,13466540
Spadina-Fort York,10,13466540
Etobicoke-Lakeshore,3,13469497
Don Valley North,17,13447423
Don Valley North,17,13443719
Willowdale,18,13446040
Beaches-East York,19,13462844
Toronto-Danforth,14,13462844
Etobicoke-Lakeshore,3,13469267
Etobicoke North,1,13455971
Scarborough North,23,13444197
Toronto-St. Paul's,12,13457640
Eglinton-Lawrence,8,13457640
Etobicoke North,1,13453918
Humber River-Black Creek,7,13447902
Toronto-Danforth,14,13459158
Toronto-Danforth,14,13459808
York Centre,6,13446475
University-Rosedale,11,13466798
Spadina-Fort York,10,13466798
Etobicoke Centre,2,13463434
Etobicoke North,1,13457990
Toronto-Danforth,14,13461975
Scarborough-Guildwood,24,13446642
Etobicoke North,1,13450733
Davenport,9,13462867
Davenport,9,13462755
Scarborough Southwest,20,13452797
Eglinton-Lawrence,8,13455170
Etobicoke-Lakeshore,3,13469250
Toronto-Danforth,14,13460786
Scarborough Centre,21,13453414
Scarborough-Rouge Park,25,14624109
Scarborough-Guildwood,24,14624109
York South-Weston,5,13463679
Beaches-East York,19,13459399
Humber River-Black Creek,7,13450457
Don Valley West,15,13453356
Eglinton-Lawrence,8,13453356
Don Valley East,16,13453034
Don Valley West,15,13456266
Eglinton-Lawrence,8,13456266
Willowdale,18,13444464
Scarborough Southwest,20,13455269
Don Valley North,17,13446349
Beaches-East York,19,13458460
Don Valley West,15,13455421
Eglinton-Lawrence,8,13457938
Scarborough Centre,21,13451335
Eglinton-Lawrence,8,13454911
Beaches-East York,19,13462196
Scarborough Centre,21,13451595
Don Valley West,15,13451157
Etobicoke Centre,2,13464632
Scarborough North,23,13441762
Don Valley East,16,13454313
Scarborough Southwest,20,13454195
Willowdale,18,13443721
Toronto-St. Paul's,12,13459040
Etobicoke North,1,13457328
York South-Weston,5,13463642
Parkdale-High Park,4,13468568
Spadina-Fort York,10,13468568
Scarborough-Rouge Park,25,13444398
Don Valley East,16,13453958
Humber River-Black Creek,7,13447893
York Centre,6,13444656
Toronto-St. Paul's,12,13460862
Toronto Centre,13,13464785
Parkdale-High Park,4,13467938
Toronto-Danforth,14,13464067
Toronto Centre,13,13466110
Toronto Centre,13,13465179
Beaches-East York,19,13455228
Don Valley East,16,13455228
Scarborough-Agincourt,22,13446623
Toronto-Danforth,14,13460235
Toronto-St. Paul's,12,13458543
Etobicoke-Lakeshore,3,30070002
Eglinton-Lawrence,8,13457302
Humber River-Black Creek,7,13447884
Etobicoke North,1,13454278
Scarborough North,23,13443760
Don Valley West,15,13454606
Toronto-Danforth,14,13461264
York South-Weston,5,13457705
Scarborough Southwest,20,13452901
Etobicoke Centre,2,13466029
Parkdale-High Park,4,13466258
York Centre,6,13449422
York Centre,6,13449921
Willowdale,18,13445427
Eglinton-Lawrence,8,13455941
Toronto-St. Paul's,12,13461822
Davenport,9,13461822
Eglinton-Lawrence,8,13457044
Etobicoke-Lakeshore,3,13470128
Etobicoke-Lakeshore,3,13470205
Scarborough Centre,21,13447419
Eglinton-Lawrence,8,13454239
Toronto Centre,13,13465671
Etobicoke North,1,13458127
Eglinton-Lawrence,8,13452342
Humber River-Black Creek,7,13448509
Eglinton-Lawrence,8,13457385
Toronto Centre,13,13464212
Parkdale-High Park,4,13468619
Scarborough-Rouge Park,25,13446300
Spadina-Fort York,10,13467412
York South-Weston,5,13457321
Etobicoke Centre,2,13468530
Don Valley North,17,13444193
Toronto Centre,13,13465569
Etobicoke North,1,13458423
York South-Weston,5,13457446
Eglinton-Lawrence,8,13457194
York Centre,6,13447550
Scarborough North,23,14630490
Etobicoke Centre,2,13465143
Etobicoke North,1,13452061
Scarborough North,23,13443002
Spadina-Fort York,10,13467969
Beaches-East York,19,13462722
Davenport,9,13467817
Spadina-Fort York,10,13467817
Scarborough-Guildwood,24,13445401
Etobicoke North,1,13460160
Toronto-St. Paul's,12,13459909
Davenport,9,13459909
Toronto-St. Paul's,12,13458567
Eglinton-Lawrence,8,13458567
Etobicoke-Lakeshore,3,13469473
Etobicoke North,1,13459188
Spadina-Fort York,10,13468652
Toronto-Danforth,14,13461234
Toronto Centre,13,13465673
Toronto Centre,13,13466729
Spadina-Fort York,10,14255097
Scarborough Southwest,20,13459133
Beaches-East York,19,13463652
York Centre,6,13450331
Scarborough-Agincourt,22,13443239
York Centre,6,13449167
Humber River-Black Creek,7,13452238
York Centre,6,13452238
Etobicoke North,1,13458599
Etobicoke Centre,2,13458599
Don Valley West,15,13450017
Eglinton-Lawrence,8,13450017
Scarborough Southwest,20,13459819
York Centre,6,13449848
University-Rosedale,11,13466022
Parkdale-High Park,4,13467914
Spadina-Fort York,10,14255084
York Centre,6,13446223
Scarborough North,23,13442014
Scarborough Southwest,20,13452173
Willowdale,18,13446724
York South-Weston,5,13455463
University-Rosedale,11,13465545
Toronto-St. Paul's,12,13461675
Eglinton-Lawrence,8,13455655
York South-Weston,5,13461074
Toronto Centre,13,13465478
Spadina-Fort York,10,13467067
University-Rosedale,11,13464590
Etobicoke North,1,13453247
Scarborough Centre,21,13451218
Willowdale,18,13444463
Toronto Centre,13,13466321
University-Rosedale,11,13462302
Scarborough-Agincourt,22,13444221
Toronto-Danforth,14,13462518
Humber River-Black Creek,7,13450487
York Centre,6,13450487
Scarborough-Rouge Park,25,13446675
Willowdale,18,13448636
Don Valley North,17,13445759
Humber River-Black Creek,7,13449077
York Centre,6,13449077
York South-Weston,5,13460565
Scarborough-Agincourt,22,13444341
Scarborough North,23,14249113
Etobicoke North,1,13450584
York South-Weston,5,13459865
Etobicoke Centre,2,13467359
Willowdale,18,13447507
Beaches-East York,19,13457540
Parkdale-High Park,4,13464462
Scarborough North,23,13441810
Scarborough North,23,13443565
Etobicoke North,1,13454716
Don Valley West,15,13455731
Etobicoke Centre,2,13461916
Don Valley West,15,13456854
York South-Weston,5,13462316
Toronto-St. Paul's,12,13462801
Davenport,9,13462801
Don Valley West,15,13454100
Scarborough North,23,13442037
University-Rosedale,11,13463015
York South-Weston,5,13456926
Toronto-Danforth,14,13462504
Scarborough Centre,21,13450394
Etobicoke North,1,13453828
Willowdale,18,13445799
Scarborough Centre,21,13451550
Scarborough Southwest,20,13452308
Scarborough Centre,21,13452308
Scarborough Southwest,20,13453803
Don Valley North,17,13445522
Etobicoke-Lakeshore,3,13469300
Don Valley East,16,13448975
Toronto-St. Paul's,12,13459150
Scarborough Centre,21,13447984
Etobicoke North,1,13454224
Humber River-Black Creek,7,13446357
Etobicoke-Lakeshore,3,13469943
Toronto-Danforth,14,13459771
Scarborough-Rouge Park,25,13447752
Scarborough-Guildwood,24,13447752
Etobicoke-Lakeshore,3,13470270
Etobicoke Centre,2,13460953
University-Rosedale,11,13464402
York South-Weston,5,13461548
Scarborough North,23,13442126
Etobicoke Centre,2,13461321
Etobicoke-Lakeshore,3,13469271
Scarborough-Guildwood,24,13450683
Etobicoke-Lakeshore,3,13468601
Scarborough-Agincourt,22,13445784
Toronto Centre,13,13466844
Spadina-Fort York,10,13466844
Davenport,9,13464778
Davenport,9,13464556
York South-Weston,5,13463074
Toronto-Danforth,14,13460878
Scarborough-Guildwood,24,13450162
Scarborough Centre,21,13450206
York South-Weston,5,13458722
York Centre,6,13451553
Willowdale,18,13443490
Don Valley West,15,13448196
Scarborough-Guildwood,24,13448378
York Centre,6,13452784
Beaches-East York,19,13462602
York South-Weston,5,13456742
Humber River-Black Creek,7,13448957
Scarborough Centre,21,13451427
Scarborough-Rouge Park,25,13442623
Willowdale,18,13445959
Don Valley North,17,13445549
Don Valley North,17,13443340
Etobicoke North,1,13460502
Willowdale,18,13446806
Don Valley West,15,13457552
Don Valley West,15,13449313
Don Valley East,16,13449313
Toronto Centre,13,13464965
Scarborough Southwest,20,13454430
Etobicoke Centre,2,13466841
Scarborough North,23,13442192
Scarborough-Agincourt,22,13443978
Don Valley North,17,13443978
Scarborough-Agincourt,22,13441950
Toronto-St. Paul's,12,13459690
Davenport,9,13461089
Toronto-Danforth,14,13460561
York Centre,6,13447120
York South-Weston,5,13463827
Etobicoke Centre,2,13464710
Davenport,9,13462262
Scarborough-Guildwood,24,13448559
Scarborough Centre,21,13448559
Etobicoke Centre,2,13466693
Don Valley West,15,13448155
Don Valley North,17,13445232
Scarborough Centre,21,13453844
Don Valley East,16,13453844
Scarborough-Guildwood,24,13448471
Scarborough Centre,21,13449511
Don Valley East,16,13449511
Toronto-St. Paul's,12,13461035
Humber River-Black Creek,7,13449132
Toronto-Danforth,14,13464004
University-Rosedale,11,13459721
Scarborough Southwest,20,13457811
Scarborough North,23,13441934
Beaches-East York,19,13463032
Scarborough-Guildwood,24,13448787
Scarborough Centre,21,13448787
Don Valley West,15,13450365
Don Valley East,16,13450365
Toronto-Danforth,14,13460029
Etobicoke-Lakeshore,3,13470112
Etobicoke Centre,2,13458691
Scarborough-Agincourt,22,13445277
Parkdale-High Park,4,13466049
Davenport,9,13463602
Scarborough North,23,13443404
Scarborough-Agincourt,22,13443404
Humber River-Black Creek,7,13449584
Parkdale-High Park,4,13464433
Don Valley North,17,13444657
Davenport,9,13465326
Toronto-St. Paul's,12,13457078
Eglinton-Lawrence,8,13457078
Toronto-Danforth,14,13463892
Eglinton-Lawrence,8,13458615
Scarborough-Rouge Park,25,13442384
York Centre,6,13445431
Willowdale,18,13445431
Humber River-Black Creek,7,13455311
Humber River-Black Creek,7,13450665
University-Rosedale,11,13465757
Scarborough North,23,13444674
Davenport,9,13462184
York South-Weston,5,13457522
Beaches-East York,19,13460465
York Centre,6,13445906
Scarborough Centre,21,13449947
Don Valley East,16,13449947
Toronto-Danforth,14,13458562
Toronto-Danforth,14,13458439
Humber River-Black Creek,7,13450943
Etobicoke Centre,2,13466647
Beaches-East York,19,13458538
Scarborough-Guildwood,24,13445715
Davenport,9,13462446
Etobicoke North,1,13450184
York South-Weston,5,13458133
Scarborough North,23,13442903
York Centre,6,13446092
Scarborough Southwest,20,13455976
Davenport,9,13468224
Spadina-Fort York,10,13468224
Eglinton-Lawrence,8,13454446
Don Valley West,15,13456681
Etobicoke North,1,13449352
Beaches-East York,19,13461875
Humber River-Black Creek,7,13454738
Humber River-Black Creek,7,13451044
Etobicoke North,1,13458080
Davenport,9,13467682
York South-Weston,5,13462619
Toronto-St. Paul's,12,13460197
Scarborough-Rouge Park,25,13444818
Toronto-Danforth,14,13460586
Don Valley East,16,13452668
York Centre,6,13453005
Etobicoke-Lakeshore,3,13468018
Scarborough-Rouge Park,25,13502957
Scarborough-Guildwood,24,13502957
Etobicoke Centre,2,13464280
Etobicoke-Lakeshore,3,13467234
Etobicoke Centre,2,13467234
Toronto-Danforth,14,13464003
Eglinton-Lawrence,8,13453081
Etobicoke North,1,13454463
Toronto-Danforth,14,13465194
York Centre,6,13453761
Eglinton-Lawrence,8,13454354
Don Valley North,17,13447082
Scarborough-Agincourt,22,13445511
York Centre,6,13449248
Willowdale,18,13447240
Parkdale-High Park,4,13468431
Beaches-East York,19,13459405
Etobicoke-Lakeshore,3,13469717
University-Rosedale,11,13466689
Spadina-Fort York,10,13466689
Toronto-Danforth,14,13464658
Toronto Centre,13,13466475
Eglinton-Lawrence,8,13455685
York South-Weston,5,13456793
Etobicoke-Lakeshore,3,13470452
Don Valley East,16,13447917
Etobicoke Centre,2,13463020
Don Valley North,17,13445334
Beaches-East York,19,13459659
Scarborough-Agincourt,22,13443377
Willowdale,18,13447109
Scarborough-Rouge Park,25,13448428
Scarborough-Guildwood,24,13448428
Don Valley East,16,13448645
Etobicoke-Lakeshore,3,13466445
Etobicoke North,1,13458256
Etobicoke-Lakeshore,3,13470367
Etobicoke North,1,13453238
Parkdale-High Park,4,13466754
Davenport,9,13466754
Beaches-East York,19,13457488
Willowdale,18,13444488
Don Valley North,17,13443592
Davenport,9,13466699
Etobicoke Centre,2,13466510
Etobicoke North,1,13449574
Scarborough-Guildwood,24,13445115
Scarborough Southwest,20,13458214
York Centre,6,13451358
Humber River-Black Creek,7,13448583
Etobicoke Centre,2,13461563
Don Valley North,17,13446985
Scarborough Southwest,20,13454685
Toronto-Danforth,14,13459601
Spadina-Fort York,10,13468727
Scarborough-Agincourt,22,13445197
York South-Weston,5,13459646
Toronto Centre,13,13466560
Spadina-Fort York,10,13466560
Scarborough-Guildwood,24,13450859
York Centre,6,13452934
Scarborough Southwest,20,13456197
Don Valley North,17,13447758
Willowdale,18,13447372
Beaches-East York,19,13462427
Toronto-Danforth,14,13462427
Don Valley East,16,13450790
Scarborough Centre,21,13447916
University-Rosedale,11,13466407
Spadina-Fort York,10,13466407
Humber River-Black Creek,7,13451997
Scarborough Southwest,20,13453025
Scarborough-Rouge Park,25,13443453
Etobicoke Centre,2,13461359
Scarborough-Agincourt,22,13442549
Scarborough Southwest,20,13455320
Willowdale,18,13448338
University-Rosedale,11,13464960
Scarborough-Rouge Park,25,14244366
Etobicoke Centre,2,13458973
Humber River-Black Creek,7,13452943
Parkdale-High Park,4,13464808
Davenport,9,13464808
York Centre,6,13446838
Beaches-East York,19,13459488
Eglinton-Lawrence,8,13459303
Davenport,9,13459303
Eglinton-Lawrence,8,13454825
Parkdale-High Park,4,13465564
Davenport,9,13464495
Don Valley North,17,13443979
Davenport,9,13463844
York Centre,6,13452459
Etobicoke North,1,13457060
Don Valley East,16,13451688
Don Valley West,15,13449073
University-Rosedale,11,13463747
Scarborough Southwest,20,13459596
Etobicoke Centre,2,13460052
Scarborough Southwest,20,13453966
Scarborough-Agincourt,22,13443033
York Centre,6,13449931
Eglinton-Lawrence,8,13457454
Scarborough Centre,21,13449608
Don Valley North,17,13444705
Etobicoke North,1,13460793
Etobicoke Centre,2,13460793
Scarborough-Rouge Park,25,13447406
York Centre,6,13449693
Scarborough-Agincourt,22,13443298
Scarborough Centre,21,13447015
Etobicoke North,1,13461695
York Centre,6,13450083
Davenport,9,13462260
Etobicoke Centre,2,13459962
Toronto-Danforth,14,13466194
Toronto Centre,13,13463953
Scarborough North,23,13441709
Scarborough-Rouge Park,25,13443668
York Centre,6,13450779
Scarborough-Agincourt,22,13442938
Scarborough-Agincourt,22,13445288
Etobicoke Centre,2,13464419
Parkdale-High Park,4,13464684
York Centre,6,13450489
Etobicoke-Lakeshore,3,13469239
Toronto Centre,13,20235156
Scarborough-Agincourt,22,13442801
Don Valley East,16,13451515
Scarborough-Agincourt,22,13442802
Davenport,9,13465043
Etobicoke-Lakeshore,3,13467813
Etobicoke Centre,2,13467813
Humber River-Black Creek,7,13450852
York Centre,6,13450329
Scarborough-Rouge Park,25,13442021
Don Valley West,15,13453271
Willowdale,18,13446868
Don Valley East,16,13449743
Davenport,9,13462565
Willowdale,18,13444658
Scarborough Centre,21,13451755
York Centre,6,13449155
Scarborough Southwest,20,13457190
Toronto-Danforth,14,13464948
Willowdale,18,13445619
Scarborough Centre,21,13448907
Scarborough-Agincourt,22,13443543
Scarborough Southwest,20,13453503
Eglinton-Lawrence,8,13456564
Beaches-East York,19,13455708
Scarborough Southwest,20,13455708
Scarborough-Guildwood,24,13447571
Etobicoke Centre,2,13461842
Scarborough-Rouge Park,25,20054828
Eglinton-Lawrence,8,13456958
Humber River-Black Creek,7,13452124
York Centre,6,13452124
Etobicoke-Lakeshore,3,13470365
York Centre,6,13453838
Beaches-East York,19,13458804
Etobicoke North,1,13452721
Davenport,9,13460993
Humber River-Black Creek,7,13448098
Etobicoke Centre,2,13466311
Humber River-Black Creek,7,13452213
Toronto Centre,13,14243510
Scarborough Southwest,20,13453193
Toronto-Danforth,14,13462891
Spadina-Fort York,10,13467763
Scarborough-Guildwood,24,13446878
Scarborough-Rouge Park,25,13443237
York South-Weston,5,13456682
Scarborough Centre,21,13451881
Willowdale,18,13444319
York South-Weston,5,13459367
Don Valley North,17,13442811
University-Rosedale,11,13466105
York South-Weston,5,13459618
York South-Weston,5,13463685
Beaches-East York,19,13458647
Toronto Centre,13,13466240
Don Valley West,15,13449536
Don Valley East,16,13449536
University-Rosedale,11,13463277
Don Valley North,17,13446230
Toronto Centre,13,13466440
Toronto-St. Paul's,12,13460678
York Centre,6,13447497
Willowdale,18,13447497
Scarborough North,23,13444024
Scarborough-Agincourt,22,13444024
Davenport,9,13461323
Scarborough Southwest,20,13457721
Humber River-Black Creek,7,13450908
Eglinton-Lawrence,8,13454875
Scarborough North,23,13441651
Scarborough-Rouge Park,25,13442935
Eglinton-Lawrence,8,13451833
Scarborough Centre,21,13447415
Toronto-St. Paul's,12,13459944
Toronto-Danforth,14,13464758
Don Valley West,15,13449911
Don Valley West,15,13456424
Scarborough Centre,21,13449474
Toronto-Danforth,14,13464855
Willowdale,18,13445686
Don Valley North,17,13443031
Etobicoke North,1,13451309
Humber River-Black Creek,7,13449416
York Centre,6,13449416
Don Valley West,15,13449101
Etobicoke-Lakeshore,3,13468994
Scarborough-Guildwood,24,13450507
Scarborough Southwest,20,13455083
Etobicoke Centre,2,13463235
Scarborough Centre,21,13448148
Etobicoke North,1,13460990
Etobicoke Centre,2,13460990
Scarborough-Agincourt,22,13444492
Eglinton-Lawrence,8,13453553
Toronto-Danforth,14,13463372
Etobicoke-Lakeshore,3,13470077
Etobicoke Centre,2,13467579
Scarborough-Guildwood,24,13448254
Etobicoke North,1,13461283
York Centre,6,13453245
York South-Weston,5,13464143
Toronto-Danforth,14,13463420
Don Valley West,15,13458205
Scarborough Southwest,20,13455771
York Centre,6,13453300
Scarborough Centre,21,13449240
Humber River-Black Creek,7,13452395
Humber River-Black Creek,7,13448484
Toronto-St. Paul's,12,13460715
Davenport,9,13460715
Etobicoke-Lakeshore,3,13468274
Humber River-Black Creek,7,13449596
York Centre,6,13449850
Humber River-Black Creek,7,13454960
Scarborough Southwest,20,13455210
Etobicoke North,1,13462365
Don Valley North,17,13444508
Don Valley West,15,13457776
Scarborough North,23,13441654
Scarborough-Rouge Park,25,13444584
Etobicoke-Lakeshore,3,13470554
York South-Weston,5,13461625
Toronto-Danforth,14,13462704
Willowdale,18,13445363
Eglinton-Lawrence,8,13457150
Toronto Centre,13,13464667
Scarborough-Guildwood,24,13447932
Don Valley West,15,13454505
Scarborough-Rouge Park,25,13442597
Etobicoke-Lakeshore,3,13470076
Etobicoke-Lakeshore,3,13470504
Don Valley West,15,13457982
Scarborough Southwest,20,13453473
Scarborough Centre,21,13453473
Scarborough-Rouge Park,25,13442019
Toronto-St. Paul's,12,13460459
Etobicoke North,1,13462944
Eglinton-Lawrence,8,13457265
Eglinton-Lawrence,8,13455343
Etobicoke-Lakeshore,3,13470312
Scarborough-Rouge Park,25,13447495
Scarborough-Guildwood,24,13447495
York Centre,6,30038161
Scarborough-Agincourt,22,13442123
Don Valley North,17,13443156
Humber River-Black Creek,7,13447518
Scarborough-Rouge Park,25,13446051
Beaches-East York,19,13463118
Willowdale,18,13448605
York South-Weston,5,13457584
Humber River-Black Creek,7,13455730
Scarborough-Rouge Park,25,13447093
Etobicoke North,1,13462312
Etobicoke Centre,2,13462312
Don Valley West,15,13455755
Eglinton-Lawrence,8,13455755
Don Valley West,15,13448590
Toronto-St. Paul's,12,13462760
Scarborough-Agincourt,22,13443775
Don Valley North,17,13447055
Etobicoke-Lakeshore,3,13469548
Don Valley East,16,13450781
Eglinton-Lawrence,8,13455428
Don Valley North,17,13444546
Don Valley West,15,13453765
Etobicoke Centre,2,13464491
Don Valley East,16,13451065
Etobicoke North,1,13456192
Humber River-Black Creek,7,13455060
Etobicoke North,1,13451893
Don Valley East,16,13448813
Humber River-Black Creek,7,13447680
York South-Weston,5,13457336
Eglinton-Lawrence,8,13454644
York Centre,6,13453470
Scarborough North,23,13442041
Scarborough-Agincourt,22,13442041
Scarborough-Guildwood,24,13446726
Willowdale,18,13446864
Etobicoke-Lakeshore,3,13470456
Don Valley West,15,13450012
Etobicoke Centre,2,13460454
Etobicoke Centre,2,13469097
York South-Weston,5,13462045
Etobicoke North,1,13451869
Scarborough-Rouge Park,25,13442807
Etobicoke North,1,13452603
Etobicoke Centre,2,13463854
Etobicoke North,1,13454996
Toronto Centre,13,13466427
Scarborough Centre,21,13449319
Don Valley East,16,13449319
Scarborough-Guildwood,24,13447437
Beaches-East York,19,13463933
Scarborough Centre,21,13450586
Toronto Centre,13,13464520
Don Valley West,15,13457222
Parkdale-High Park,4,13464716
Beaches-East York,19,13459542
Willowdale,18,13444119
Scarborough Centre,21,13451925
Don Valley East,16,13451925
Etobicoke-Lakeshore,3,13469627
Scarborough-Rouge Park,25,13444265
Toronto-Danforth,14,13459366
Toronto-Danforth,14,13462953
York Centre,6,13454472
York South-Weston,5,13456797
Etobicoke North,1,13449853
Etobicoke Centre,2,13463605
Etobicoke Centre,2,13465976
Scarborough Southwest,20,13454273
Etobicoke North,1,13459070
Scarborough-Agincourt,22,13444479
Don Valley North,17,13444479
Eglinton-Lawrence,8,13453505
Scarborough Southwest,20,13458733
Willowdale,18,13445652
Etobicoke North,1,13451672
Don Valley East,16,13449731
Spadina-Fort York,10,13467505
Scarborough-Guildwood,24,13450294
Etobicoke-Lakeshore,3,13469941
Etobicoke North,1,13460340
Scarborough-Agincourt,22,13441856
Eglinton-Lawrence,8,13455979
Scarborough-Guildwood,24,13447579
York Centre,6,13452745
University-Rosedale,11,13460540
Beaches-East York,19,13458996
Scarborough North,23,13441833
Beaches-East York,19,13459233
York South-Weston,5,13461575
Scarborough-Guildwood,24,13447170
Don Valley East,16,13450514
Scarborough-Guildwood,24,13447827
Scarborough Centre,21,13447827
Scarborough-Agincourt,22,13443302
Don Valley West,15,13448296
Don Valley East,16,13448296
Scarborough Centre,21,13451120
Humber River-Black Creek,7,13455219
Beaches-East York,19,13461863
Parkdale-High Park,4,30054189
Humber River-Black Creek,7,13451262
York Centre,6,13447770
Willowdale,18,13447770
Scarborough-Rouge Park,25,13443365
Don Valley East,16,13449192
Humber River-Black Creek,7,13450242
York Centre,6,13450242
Scarborough Centre,21,13449824
Scarborough-Rouge Park,25,13442074
Scarborough North,23,13442074
Scarborough-Agincourt,22,13443753
Etobicoke North,1,13451253
Don Valley West,15,13456928
University-Rosedale,11,13465052
Scarborough Southwest,20,13452352
Scarborough Southwest,20,13455635
Don Valley West,15,13457369
Toronto Centre,13,13466250
Spadina-Fort York,10,13466250
Scarborough North,23,13442364
Don Valley West,15,13449216
Scarborough-Agincourt,22,13442540
Don Valley North,17,13442540
Scarborough North,23,13443247
Scarborough North,23,13442140
Etobicoke North,1,13452467
Scarborough-Guildwood,24,13448487
Scarborough Centre,21,13450676
Etobicoke-Lakeshore,3,13467131
Parkdale-High Park,4,13465042
Davenport,9,13465042
Scarborough North,23,13442632
Don Valley North,17,13447653
Spadina-Fort York,10,13467695
Eglinton-Lawrence,8,13456273
Willowdale,18,13444838
Toronto-St. Paul's,12,13461870
Scarborough Southwest,20,13456292
Scarborough-Guildwood,24,13445657
Etobicoke-Lakeshore,3,13468500
Willowdale,18,13448022
Humber River-Black Creek,7,13449213
Scarborough Southwest,20,13458805
Eglinton-Lawrence,8,13459413
Davenport,9,13459413
Davenport,9,13463535
Spadina-Fort York,10,13466991
Etobicoke-Lakeshore,3,13470179
Etobicoke North,1,13462601
Scarborough-Agincourt,22,13443022
Toronto-Danforth,14,13463245
Scarborough-Guildwood,24,13445757
Beaches-East York,19,13461124
